[2025-08-25T16:06:21.555+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-08-25T16:06:21.615+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: daily_generate_orders.load_csv_to_postgres manual__2025-08-25T16:06:17.267720+00:00 [queued]>
[2025-08-25T16:06:21.626+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: daily_generate_orders.load_csv_to_postgres manual__2025-08-25T16:06:17.267720+00:00 [queued]>
[2025-08-25T16:06:21.627+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2025-08-25T16:06:21.644+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): load_csv_to_postgres> on 2025-08-25 16:06:17.267720+00:00
[2025-08-25T16:06:21.654+0000] {warnings.py:112} WARNING - /home/airflow/.local/lib/python3.12/site-packages/airflow/task/task_runner/standard_task_runner.py:62: DeprecationWarning: This process (pid=889) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2025-08-25T16:06:21.655+0000] {standard_task_runner.py:64} INFO - Started process 891 to run task
[2025-08-25T16:06:21.663+0000] {standard_task_runner.py:90} INFO - Running: ['airflow', 'tasks', 'run', 'daily_generate_orders', 'load_csv_to_postgres', 'manual__2025-08-25T16:06:17.267720+00:00', '--job-id', '552', '--raw', '--subdir', 'DAGS_FOLDER/generate_fake_shop_csv.py', '--cfg-path', '/tmp/tmp7d8lni5j']
[2025-08-25T16:06:21.670+0000] {standard_task_runner.py:91} INFO - Job 552: Subtask load_csv_to_postgres
[2025-08-25T16:06:21.694+0000] {warnings.py:112} WARNING - /home/airflow/.local/lib/python3.12/site-packages/airflow/settings.py:195: DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
  SQL_ALCHEMY_CONN = conf.get("database", "SQL_ALCHEMY_CONN")

[2025-08-25T16:06:21.753+0000] {task_command.py:426} INFO - Running <TaskInstance: daily_generate_orders.load_csv_to_postgres manual__2025-08-25T16:06:17.267720+00:00 [running]> on host b5ea13053d47
          ^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1953, in _execute_context
    self._handle_dbapi_exception(
  File "/home/airflow/.local/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 2134, in _handle_dbapi_exception
    util.raise_(
  File "/home/airflow/.local/lib/python3.12/site-packages/sqlalchemy/util/compat.py", line 211, in raise_
    raise exception
  File "/home/airflow/.local/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1890, in _execute_context
    self.dialect.do_executemany(
  File "/home/airflow/.local/lib/python3.12/site-packages/sqlalchemy/dialects/postgresql/psycopg2.py", line 982, in do_executemany
    context._psycopg2_fetched_rows = xtras.execute_values(
                                     ^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
sqlalchemy.exc.ProgrammingError: (psycopg2.errors.DatatypeMismatch) column "payment_date" is of type date but expression is of type numeric
LINE 1: ...VALUES (1, 1, 'Credit Card', 232.15, 'Completed', 272.662588...
                                                             ^
HINT:  You will need to rewrite or cast the expression.

[SQL: INSERT INTO payment (payment_id, order_id, payment_method, amount, transaction_status, payment_date) VALUES (%(payment_id)s, %(order_id)s, %(payment_method)s, %(amount)s, %(transaction_status)s, %(payment_date)s)]
[parameters: ({'payment_id': 1, 'order_id': 1, 'payment_method': 'Credit Card', 'amount': 232.15, 'transaction_status': 'Completed', 'payment_date': 272.6625885878419}, {'payment_id': 2, 'order_id': 2, 'payment_method': 'Credit Card', 'amount': 454.44, 'transaction_status': 'Completed', 'payment_date': 906.9884225306255}, {'payment_id': 3, 'order_id': 3, 'payment_method': 'Credit Card', 'amount': 26.14, 'transaction_status': 'Completed', 'payment_date': 968.2403914532979}, {'payment_id': 4, 'order_id': 4, 'payment_method': 'Credit Card', 'amount': 985.7, 'transaction_status': 'Completed', 'payment_date': 247.7984113319129}, {'payment_id': 5, 'order_id': 5, 'payment_method': 'Credit Card', 'amount': 733.32, 'transaction_status': 'Completed', 'payment_date': 506.5239063894484}, {'payment_id': 6, 'order_id': 6, 'payment_method': 'Credit Card', 'amount': 629.36, 'transaction_status': 'Completed', 'payment_date': 239.02639037775214}, {'payment_id': 7, 'order_id': 7, 'payment_method': 'Credit Card', 'amount': 461.51, 'transaction_status': 'Completed', 'payment_date': 593.511465244792}, {'payment_id': 8, 'order_id': 8, 'payment_method': 'Credit Card', 'amount': 464.73, 'transaction_status': 'Completed', 'payment_date': 429.0818349042822}  ... displaying 10 of 400 total bound parameter sets ...  {'payment_id': 399, 'order_id': 399, 'payment_method': 'Credit Card', 'amount': 984.3, 'transaction_status': 'Completed', 'payment_date': 669.958950453383}, {'payment_id': 400, 'order_id': 400, 'payment_method': 'Credit Card', 'amount': 230.6, 'transaction_status': 'Completed', 'payment_date': 627.0940666269806})]
(Background on this error at: https://sqlalche.me/e/14/f405)
[2025-08-25T16:06:26.799+0000] {taskinstance.py:1206} INFO - Marking task as FAILED. dag_id=daily_generate_orders, task_id=load_csv_to_postgres, run_id=manual__2025-08-25T16:06:17.267720+00:00, execution_date=20250825T160617, start_date=20250825T160621, end_date=20250825T160626
[2025-08-25T16:06:26.839+0000] {standard_task_runner.py:110} ERROR - Failed to execute job 552 for task load_csv_to_postgres ((psycopg2.errors.DatatypeMismatch) column "payment_date" is of type date but expression is of type numeric
LINE 1: ...VALUES (1, 1, 'Credit Card', 232.15, 'Completed', 272.662588...
                                                             ^
HINT:  You will need to rewrite or cast the expression.

[SQL: INSERT INTO payment (payment_id, order_id, payment_method, amount, transaction_status, payment_date) VALUES (%(payment_id)s, %(order_id)s, %(payment_method)s, %(amount)s, %(transaction_status)s, %(payment_date)s)]
[parameters: ({'payment_id': 1, 'order_id': 1, 'payment_method': 'Credit Card', 'amount': 232.15, 'transaction_status': 'Completed', 'payment_date': 272.6625885878419}, {'payment_id': 2, 'order_id': 2, 'payment_method': 'Credit Card', 'amount': 454.44, 'transaction_status': 'Completed', 'payment_date': 906.9884225306255}, {'payment_id': 3, 'order_id': 3, 'payment_method': 'Credit Card', 'amount': 26.14, 'transaction_status': 'Completed', 'payment_date': 968.2403914532979}, {'payment_id': 4, 'order_id': 4, 'payment_method': 'Credit Card', 'amount': 985.7, 'transaction_status': 'Completed', 'payment_date': 247.7984113319129}, {'payment_id': 5, 'order_id': 5, 'payment_method': 'Credit Card', 'amount': 733.32, 'transaction_status': 'Completed', 'payment_date': 506.5239063894484}, {'payment_id': 6, 'order_id': 6, 'payment_method': 'Credit Card', 'amount': 629.36, 'transaction_status': 'Completed', 'payment_date': 239.02639037775214}, {'payment_id': 7, 'order_id': 7, 'payment_method': 'Credit Card', 'amount': 461.51, 'transaction_status': 'Completed', 'payment_date': 593.511465244792}, {'payment_id': 8, 'order_id': 8, 'payment_method': 'Credit Card', 'amount': 464.73, 'transaction_status': 'Completed', 'payment_date': 429.0818349042822}  ... displaying 10 of 400 total bound parameter sets ...  {'payment_id': 399, 'order_id': 399, 'payment_method': 'Credit Card', 'amount': 984.3, 'transaction_status': 'Completed', 'payment_date': 669.958950453383}, {'payment_id': 400, 'order_id': 400, 'payment_method': 'Credit Card', 'amount': 230.6, 'transaction_status': 'Completed', 'payment_date': 627.0940666269806})]
(Background on this error at: https://sqlalche.me/e/14/f405); 891)
[2025-08-25T16:06:26.863+0000] {local_task_job_runner.py:243} INFO - Task exited with return code 1
[2025-08-25T16:06:26.903+0000] {taskinstance.py:3503} INFO - 0 downstream tasks scheduled from follow-on schedule check
[2025-08-25T16:06:26.907+0000] {local_task_job_runner.py:222} INFO - ::endgroup::
