[2025-08-25T16:03:24.576+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-08-25T16:03:24.661+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: daily_generate_orders.load_csv_to_postgres manual__2025-08-25T16:03:18.154270+00:00 [queued]>
[2025-08-25T16:03:24.689+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: daily_generate_orders.load_csv_to_postgres manual__2025-08-25T16:03:18.154270+00:00 [queued]>
[2025-08-25T16:03:24.690+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2025-08-25T16:03:24.722+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): load_csv_to_postgres> on 2025-08-25 16:03:18.154270+00:00
[2025-08-25T16:03:24.739+0000] {warnings.py:112} WARNING - /home/airflow/.local/lib/python3.12/site-packages/airflow/task/task_runner/standard_task_runner.py:62: DeprecationWarning: This process (pid=881) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2025-08-25T16:03:24.741+0000] {standard_task_runner.py:64} INFO - Started process 883 to run task
[2025-08-25T16:03:24.746+0000] {standard_task_runner.py:90} INFO - Running: ['airflow', 'tasks', 'run', 'daily_generate_orders', 'load_csv_to_postgres', 'manual__2025-08-25T16:03:18.154270+00:00', '--job-id', '549', '--raw', '--subdir', 'DAGS_FOLDER/generate_fake_shop_csv.py', '--cfg-path', '/tmp/tmp5gzsio1n']
[2025-08-25T16:03:24.759+0000] {standard_task_runner.py:91} INFO - Job 549: Subtask load_csv_to_postgres
[2025-08-25T16:03:24.786+0000] {warnings.py:112} WARNING - /home/airflow/.local/lib/python3.12/site-packages/airflow/settings.py:195: DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
  SQL_ALCHEMY_CONN = conf.get("database", "SQL_ALCHEMY_CONN")

[2025-08-25T16:03:24.867+0000] {task_command.py:426} INFO - Running <TaskInstance: daily_generate_orders.load_csv_to_postgres manual__2025-08-25T16:03:18.154270+00:00 [running]> on host b5ea13053d47
  File "/home/airflow/.local/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1953, in _execute_context
    self._handle_dbapi_exception(
  File "/home/airflow/.local/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 2134, in _handle_dbapi_exception
    util.raise_(
  File "/home/airflow/.local/lib/python3.12/site-packages/sqlalchemy/util/compat.py", line 211, in raise_
    raise exception
  File "/home/airflow/.local/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1890, in _execute_context
    self.dialect.do_executemany(
  File "/home/airflow/.local/lib/python3.12/site-packages/sqlalchemy/dialects/postgresql/psycopg2.py", line 982, in do_executemany
    context._psycopg2_fetched_rows = xtras.execute_values(
                                     ^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
sqlalchemy.exc.ProgrammingError: (psycopg2.errors.UndefinedColumn) column "payment_date" of relation "payment" does not exist
LINE 1: ...r_id, payment_method, amount, transaction_status, payment_da...
                                                             ^

[SQL: INSERT INTO payment (payment_id, order_id, payment_method, amount, transaction_status, payment_date) VALUES (%(payment_id)s, %(order_id)s, %(payment_method)s, %(amount)s, %(transaction_status)s, %(payment_date)s)]
[parameters: ({'payment_id': 1, 'order_id': 1, 'payment_method': 'Credit Card', 'amount': 232.15, 'transaction_status': 'Completed', 'payment_date': 783.2661509750569}, {'payment_id': 2, 'order_id': 2, 'payment_method': 'Credit Card', 'amount': 454.44, 'transaction_status': 'Completed', 'payment_date': 583.1757971762166}, {'payment_id': 3, 'order_id': 3, 'payment_method': 'Credit Card', 'amount': 26.14, 'transaction_status': 'Completed', 'payment_date': 146.10877631516902}, {'payment_id': 4, 'order_id': 4, 'payment_method': 'Credit Card', 'amount': 985.7, 'transaction_status': 'Completed', 'payment_date': 272.6625885878419}, {'payment_id': 5, 'order_id': 5, 'payment_method': 'Credit Card', 'amount': 733.32, 'transaction_status': 'Completed', 'payment_date': 906.9884225306255}, {'payment_id': 6, 'order_id': 6, 'payment_method': 'Credit Card', 'amount': 629.36, 'transaction_status': 'Completed', 'payment_date': 968.2403914532979}, {'payment_id': 7, 'order_id': 7, 'payment_method': 'Credit Card', 'amount': 461.51, 'transaction_status': 'Completed', 'payment_date': 247.7984113319129}, {'payment_id': 8, 'order_id': 8, 'payment_method': 'Credit Card', 'amount': 464.73, 'transaction_status': 'Completed', 'payment_date': 506.5239063894484}  ... displaying 10 of 400 total bound parameter sets ...  {'payment_id': 399, 'order_id': 399, 'payment_method': 'Credit Card', 'amount': 984.3, 'transaction_status': 'Completed', 'payment_date': 250.28712717827358}, {'payment_id': 400, 'order_id': 400, 'payment_method': 'Credit Card', 'amount': 230.6, 'transaction_status': 'Completed', 'payment_date': 373.4742134233831})]
(Background on this error at: https://sqlalche.me/e/14/f405)
[2025-08-25T16:03:31.012+0000] {taskinstance.py:1206} INFO - Marking task as FAILED. dag_id=daily_generate_orders, task_id=load_csv_to_postgres, run_id=manual__2025-08-25T16:03:18.154270+00:00, execution_date=20250825T160318, start_date=20250825T160324, end_date=20250825T160331
[2025-08-25T16:03:31.060+0000] {standard_task_runner.py:110} ERROR - Failed to execute job 549 for task load_csv_to_postgres ((psycopg2.errors.UndefinedColumn) column "payment_date" of relation "payment" does not exist
LINE 1: ...r_id, payment_method, amount, transaction_status, payment_da...
                                                             ^

[SQL: INSERT INTO payment (payment_id, order_id, payment_method, amount, transaction_status, payment_date) VALUES (%(payment_id)s, %(order_id)s, %(payment_method)s, %(amount)s, %(transaction_status)s, %(payment_date)s)]
[parameters: ({'payment_id': 1, 'order_id': 1, 'payment_method': 'Credit Card', 'amount': 232.15, 'transaction_status': 'Completed', 'payment_date': 783.2661509750569}, {'payment_id': 2, 'order_id': 2, 'payment_method': 'Credit Card', 'amount': 454.44, 'transaction_status': 'Completed', 'payment_date': 583.1757971762166}, {'payment_id': 3, 'order_id': 3, 'payment_method': 'Credit Card', 'amount': 26.14, 'transaction_status': 'Completed', 'payment_date': 146.10877631516902}, {'payment_id': 4, 'order_id': 4, 'payment_method': 'Credit Card', 'amount': 985.7, 'transaction_status': 'Completed', 'payment_date': 272.6625885878419}, {'payment_id': 5, 'order_id': 5, 'payment_method': 'Credit Card', 'amount': 733.32, 'transaction_status': 'Completed', 'payment_date': 906.9884225306255}, {'payment_id': 6, 'order_id': 6, 'payment_method': 'Credit Card', 'amount': 629.36, 'transaction_status': 'Completed', 'payment_date': 968.2403914532979}, {'payment_id': 7, 'order_id': 7, 'payment_method': 'Credit Card', 'amount': 461.51, 'transaction_status': 'Completed', 'payment_date': 247.7984113319129}, {'payment_id': 8, 'order_id': 8, 'payment_method': 'Credit Card', 'amount': 464.73, 'transaction_status': 'Completed', 'payment_date': 506.5239063894484}  ... displaying 10 of 400 total bound parameter sets ...  {'payment_id': 399, 'order_id': 399, 'payment_method': 'Credit Card', 'amount': 984.3, 'transaction_status': 'Completed', 'payment_date': 250.28712717827358}, {'payment_id': 400, 'order_id': 400, 'payment_method': 'Credit Card', 'amount': 230.6, 'transaction_status': 'Completed', 'payment_date': 373.4742134233831})]
(Background on this error at: https://sqlalche.me/e/14/f405); 883)
[2025-08-25T16:03:31.109+0000] {local_task_job_runner.py:243} INFO - Task exited with return code 1
[2025-08-25T16:03:31.133+0000] {taskinstance.py:3503} INFO - 0 downstream tasks scheduled from follow-on schedule check
[2025-08-25T16:03:31.138+0000] {local_task_job_runner.py:222} INFO - ::endgroup::
